"id,""vin"",""start_timestamp"",""start_battery_level"",""start_battery_range"",""end_timestamp"",""end_battery_level"",""end_battery_range"",""latitude"",""longitude"",""charge_amps"",""charge_status"",""updated_at"",""charge_address"""
"6691,""LRW3F7FS9NC503008"",""2022-08-22 20:32:22"",96,258.57,""2022-08-22 20:52:21"",100,268.5,51.526502,-0.283595,8,True,NULL,""152 Dukes Rd, London W3 0SL, UK"""
"6692,""LRW3F7FS5NC505810"",""2022-08-22 20:34:19"",79,211.76,""2022-08-22 22:00:19"",85,227.84,51.573603,-0.364393,10,True,NULL,""1 Strongbridge Cl, Harrow HA2 0FD, UK"""
"6693,""LRW3F7FA5MC335387"",""2022-08-22 20:42:08"",99,253.54,""2022-08-22 20:46:08"",100,255.59,51.568606,-0.382643,32,True,NULL,""150 Torbay Rd, Harrow HA2 9QF, UK"""
"6694,""LRW3F7FS7NC503167"",""2022-08-22 20:42:38"",75,200.45,""2022-08-22 21:08:32"",100,268.5,51.871773,0.193466,16,True,NULL,""The Welcome Break Services, Bishop s Stortford CM23 5QZ, UK"""
"6695,""LRW3F7FA1MC335354"",""2022-08-22 20:48:35"",35,89.83,""2022-08-22 23:24:25"",91,231.71,51.579369,-0.014844,16,True,NULL,""48 Pendlestone Rd, London E17 9BH, UK"""
"6696,""LRW3F7FS0NC505732"",""2022-08-22 21:01:35"",34,90.76,""2022-08-23 04:08:09"",100,268.5,51.544854,-0.230957,25,True,NULL,""Opposite, 60 Bryan Ave, London NW10 2AR, UK"""
"6697,""LRW3F7FS1NC505805"",""2022-08-22 21:16:21"",76,202.78,""2022-08-23 04:04:17"",100,268.95,51.342116,-0.501715,10,True,NULL,""89 Station Rd, West Byfleet KT14, UK"""
"6698,""LRW3F7FS1NC503018"",""2022-08-22 21:18:10"",49,131.41,""2022-08-23 03:26:10"",100,268.95,51.56417,-0.123046,22,True,NULL,""108 Cornwallis Square, London N19 4LZ, UK"""
"6699,""LRW3F7FJ0MC298023"",""2022-08-22 21:18:35"",13,31.99,""2022-08-22 21:46:23"",96,240.04,51.478072,-0.515809,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6700,""LRW3F7FS9NC502795"",""2022-08-22 21:22:13"",63,169.22,""2022-08-22 23:30:12"",100,268.5,51.523921,0.054237,16,True,NULL,""65 Monmouth Rd, London E6 3QS, UK"""
"6701,""LRW3F7FS1NC505478"",""2022-08-22 21:26:12"",72,191.11,""2022-08-22 21:52:13"",99,264.32,51.506478,-0.222446,16,True,NULL,""Westfield Upper, Southern Terrace, Ariel Way, London W12 7GB, UK"""
"6702,""LRW3F7FA2MC335363"",""2022-08-22 21:38:07"",48,120.96,""2022-08-22 22:16:08"",100,251.62,51.610378,-0.136491,16,True,NULL,""North Circular Road, Pinkham Way, London N11 2UU, UK"""
"6703,""LRW3F7FS7NC505551"",""2022-08-22 21:38:24"",44,118.17,""2022-08-23 02:34:14"",100,268.95,51.589816,0.216548,32,True,NULL,""Moreton Bay Works, Southend Arterial Rd, Romford RM2 6PL, UK"""
"6704,""LRW3F7FS4NC506818"",""2022-08-22 21:52:16"",48,128.12,""2022-08-23 09:04:15"",93,244.41,51.689783,-0.18589,10,True,NULL,""129 Sunnybank Rd, Potters Bar EN6 2NG, UK"""
"6705,""LRW3F7FS8NC502867"",""2022-08-22 22:18:19"",58,154.82,""2022-08-22 22:54:14"",100,265.64,51.464325,0.108409,16,True,NULL,""74 Upper Wickham Ln, Welling DA16 3AD, UK"""
"6706,""LRW3F7FS4NC505233"",""2022-08-22 22:20:25"",56,148.89,""2022-08-22 22:26:28"",61,164.02,51.946944,-0.502486,16,True,NULL,""Toddington Services, M1, Toddington, Junction 11-12, M1, Toddington, Dunstable LU5 6HR, UK"""
"6707,""LRW3F7FAXMC335384"",""2022-08-22 22:38:06"",13,32.15,""2022-08-22 23:10:08"",43,108.19,51.37175,-0.226968,16,True,NULL,""Anthony Opticians, 526 London Rd, Sutton SM3 8HW, UK"""
"6708,""LRW3F7FS5NC505810"",""2022-08-22 22:42:14"",80,214.44,""2022-08-23 03:58:14"",100,268.5,51.573592,-0.364414,10,True,NULL,""6 Apple Grove, Harrow HA2 0FD, UK"""
"6709,""LRW3F7FS7NC505548"",""2022-08-22 23:30:20"",3,7.09,""2022-08-23 00:32:21"",100,268.95,51.687466,-0.223572,16,True,NULL,""23 Bignells Cor, Potters Bar EN6 3QQ, UK"""
"6710,""LRW3F7FJ3MC387486"",""2022-08-22 23:42:09"",23,59.2,""2022-08-23 00:06:08"",82,213.82,51.502286,-0.001815,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"6711,""LRW3F7FS4NC505233"",""2022-08-22 23:50:25"",32,84.61,""2022-08-23 00:26:22"",58,156.93,52.762499,-1.248805,16,True,NULL,""3 New Ashby Rd, Loughborough LE11 4EX, UK"""
"6712,""LRW3F7FS3NC505739"",""2022-08-22 23:52:18"",29,76.58,""2022-08-23 02:38:22"",79,211.3,51.413629,0.122921,16,True,NULL,""C47F+F5 Sidcup, UK"""
"6713,""LRW3F7FA8MC335352"",""2022-08-23 00:02:14"",18,46.54,""2022-08-23 00:30:15"",78,197.15,51.506533,-0.22185,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"6714,""LRW3F7FS6NC503015"",""2022-08-23 00:08:08"",13,35.11,""2022-08-23 13:04:15"",68,180.71,51.602901,0.176564,10,True,NULL,""79A Chelmsford Ave, Collier Row, Romford RM5 3UX, UK"""
"6715,""LRW3F7FS9NC503008"",""2022-08-23 00:08:16"",100,268.03,""2022-08-23 00:14:19"",100,268.5,51.526502,-0.283595,10,True,NULL,""152 Dukes Rd, London W3 0SL, UK"""
"6716,""LRW3F7FA6MC335317"",""2022-08-23 00:24:24"",46,118.09,""2022-08-23 12:52:33"",100,254.63,51.502881,0.111038,10,True,NULL,""12 Waterfield Cl, London SE28 8DD, UK"""
"6717,""LRW3F7FS4NC505233"",""2022-08-23 00:44:22"",55,148.42,""2022-08-23 01:08:21"",92,246.74,52.619573,-1.205484,16,True,NULL,""M1 Motorway Southbound, Jct 21/21A, Leicester Forest East, Leicester LE3 3GB, UK"""
"6718,""LRW3F7FS4NC505345"",""2022-08-23 01:08:10"",70,187.64,""2022-08-23 01:32:11"",100,268.05,51.506607,-0.222083,16,True,NULL,""1074 Ariel Way, London W12 7GB, UK"""
"6719,""LRW3F7FJ6MC387496"",""2022-08-23 01:12:21"",45,120.12,""2022-08-23 06:14:22"",100,266.25,51.513769,-0.415579,31,True,NULL,""103 Central Ave, Hayes UB3 2BP, UK"""
"6720,""LRW3F7FJ7MC387488"",""2022-08-23 01:16:24"",20,52.78,""2022-08-23 02:10:20"",99,257.5,51.577364,-0.224069,16,True,NULL,""Unit 6 Prince Charles Dr, Brent Cross, London NW4 3FP, UK"""
"6721,""LRW3F7FA5MC335387"",""2022-08-23 01:32:08"",98,251.5,""2022-08-23 01:40:08"",100,255.59,51.568606,-0.382643,32,True,NULL,""150 Torbay Rd, Harrow HA2 9QF, UK"""
"6722,""LRW3F7FS0NC505472"",""2022-08-23 01:32:13"",50,135.08,""2022-08-23 11:14:18"",79,215.08,51.623331,-0.388721,5,True,NULL,""22 Muirfield Rd, Watford WD19 6LN, UK"""
"6723,""LRW3F7FS2NC506817"",""2022-08-23 01:44:23"",93,250.05,""2022-08-23 02:26:21"",100,268.95,51.579881,-0.199398,32,True,NULL,""89 Templars Ave, London NW11 0NR, UK"""
"6724,""LRW3F7FS7NC503167"",""2022-08-23 02:26:21"",72,192.39,""2022-08-23 11:26:34"",100,268.5,51.382918,-0.118403,9,True,NULL,""7 Fairmead Rd, Croydon CR0 3NQ, UK"""
"6725,""LRW3F7FS9NC502795"",""2022-08-23 02:28:11"",100,268.5,""2022-08-23 02:34:11"",100,268.5,51.523921,0.054237,16,True,NULL,""65 Monmouth Rd, London E6 3QS, UK"""
"6726,""LRW3F7FS4NC505233"",""2022-08-23 02:36:20"",61,164.49,""2022-08-23 06:06:34"",100,268.95,51.902809,-0.443234,32,True,NULL,""115 Gardenia Ave, Luton LU3, UK"""
"6727,""LRW3F7FS9NC502943"",""2022-08-23 02:52:17"",34,91.7,""2022-08-23 03:04:18"",62,164.96,51.487101,0.027877,16,True,NULL,""340 A206, London SE7 7QQ, UK"""
"6728,""LRW3F7FS8NC502951"",""2022-08-23 03:00:08"",81,217.43,""2022-08-23 03:26:09"",100,268.95,51.510879,-0.460465,16,True,NULL,""197 Horton Rd, West Drayton UB7 8JD, UK"""
"6729,""LRW3F7FS9NC503008"",""2022-08-23 03:30:15"",100,268.5,""2022-08-23 03:36:16"",100,268.5,51.526502,-0.283595,16,True,NULL,""152 Dukes Rd, London W3 0SL, UK"""
"6730,""LRW3F7FSXNC502949"",""2022-08-23 04:32:20"",2,4.75,""2022-08-23 05:44:23"",98,260.08,51.577418,-0.224069,16,True,NULL,""HQGG+X9 London, UK"""
"6731,""LRW3F7FS0NC502801"",""2022-08-23 05:14:17"",22,57.78,""2022-08-23 06:00:18"",100,267.9,51.577902,0.185044,16,True,NULL,""Halyards Court, 12 Western Rd, Romford RM1 3GL, UK"""
"6732,""LRW3F7FS9NC502795"",""2022-08-23 05:48:16"",100,268.95,""2022-08-23 05:54:15"",100,268.95,51.523921,0.054237,16,True,NULL,""65 Monmouth Rd, London E6 3QS, UK"""
"6733,""LRW3F7FS9NC502876"",""2022-08-23 06:04:10"",50,132.37,""2022-08-23 06:38:10"",99,264.78,51.478115,-0.515853,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6734,""LRW3F7FA5MC335387"",""2022-08-23 06:16:09"",99,252.54,""2022-08-23 06:22:16"",100,255.61,51.568606,-0.382643,32,True,NULL,""150 Torbay Rd, Harrow HA2 9QF, UK"""
"6735,""LRW3F7FS5NC505869"",""2022-08-23 06:20:22"",6,16.98,""2022-08-23 07:04:31"",95,252.31,51.506551,-0.222038,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"6736,""LRW3F7FA3MC335338"",""2022-08-23 06:40:06"",25,63.06,""2022-08-23 07:06:07"",96,243.48,51.750272,0.511381,16,True,NULL,""1 White Hart Ln, Springfield, Chelmsford CM2 5EF, UK"""
"6737,""LRW3F7FAXMC335384"",""2022-08-23 06:42:07"",42,105.64,""2022-08-23 07:48:17"",54,136.26,51.375165,-0.205572,16,True,NULL,""55 Oldfields Rd, Sutton SM1 2NB, UK"""
"6738,""LRW3F7FS9NC503008"",""2022-08-23 06:58:20"",100,268.5,""2022-08-23 07:02:20"",100,268.5,51.526502,-0.283595,16,True,NULL,""152 Dukes Rd, London W3 0SL, UK"""
"6739,""LRW3F7FS5NC505810"",""2022-08-23 07:14:30"",100,268.5,""2022-08-23 07:32:29"",100,268.5,51.573592,-0.364414,10,True,NULL,""6 Apple Grove, Harrow HA2 0FD, UK"""
"6740,""LRW3F7FS6NC505671"",""2022-08-23 07:17:02"",52,140.38,""2022-08-23 07:56:40"",100,268.5,51.478169,-0.515768,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6741,""LRW3F7FS8NC505610"",""2022-08-23 07:28:15"",82,220.76,""2022-08-23 09:04:15"",100,268.5,51.653243,-0.395108,32,True,NULL,""23 King St, Watford WD18 0BJ, UK"""
"6742,""LRW3F7FS7NC502942"",""2022-08-23 07:30:19"",31,82.79,""2022-08-23 08:12:17"",100,265.73,51.687614,-0.223499,16,True,NULL,""23 Bignells Cor, Potters Bar EN6 3QQ, UK"""
"6743,""LRW3F7FS4NC502946"",""2022-08-23 08:40:11"",73,195.05,""2022-08-23 09:04:10"",99,265.52,51.871776,0.193458,16,True,NULL,""The Welcome Break Services, Bishop s Stortford CM23 5QZ, UK"""
"6744,""LRW3F7FS5NC502874"",""2022-08-23 09:00:30"",24,62.74,""2022-08-23 09:34:17"",90,239.79,51.570547,-0.007965,16,True,NULL,""668A High Rd Leyton, London E10 6JP, UK"""
"6745,""LRW3F7FS4NC502798"",""2022-08-23 09:14:09"",32,83.9,""2022-08-23 09:52:10"",99,259.72,51.478152,-0.515789,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6746,""LRW3F7FA9MC335392"",""2022-08-23 09:14:20"",51,128.62,""2022-08-23 10:04:37"",99,251.11,52.532574,-0.320756,16,True,NULL,""GMMH+2M Peterborough, UK"""
"6747,""LRW3F7FS8NC502951"",""2022-08-23 09:32:13"",51,138.02,""2022-08-23 19:48:09"",88,235.87,51.526228,-0.452218,10,True,NULL,""10 Pield Heath Rd, Uxbridge UB8 3NF, UK"""
"6748,""LRW3F7FS4NC505233"",""2022-08-23 09:38:29"",100,268.95,""2022-08-23 10:10:33"",100,268.95,51.902809,-0.443234,6,True,NULL,""115 Gardenia Ave, Luton LU3, UK"""
"6749,""LRW3F7FS2NC505666"",""2022-08-23 09:44:13"",23,62.65,""2022-08-23 10:52:25"",100,268.5,51.421393,0.020511,16,True,NULL,""Lloyd House, 129 Burnt Ash Ln, Bromley BR1 5AB, UK"""
"6750,""LRW3F7FS4NC504681"",""2022-08-23 09:52:14"",57,152.93,""2022-08-23 10:18:14"",100,264.24,51.506535,-0.222011,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"6751,""LRW3F7FS9NC503008"",""2022-08-23 10:30:25"",100,268.5,""2022-08-23 10:36:24"",100,268.5,51.526502,-0.283595,8,True,NULL,""152 Dukes Rd, London W3 0SL, UK"""
"6752,""LRW3F7FA3MC335338"",""2022-08-23 10:46:07"",51,129.97,""2022-08-23 10:56:07"",84,214.42,52.627676,1.383678,16,True,NULL,""J9HM+3F Norwich, UK"""
"6753,""LRW3F7FA5MC335387"",""2022-08-23 10:52:07"",98,251.52,""2022-08-23 11:00:08"",100,255.1,51.568606,-0.382643,32,True,NULL,""150 Torbay Rd, Harrow HA2 9QF, UK"""
"6754,""LRW3F7FS3NC505739"",""2022-08-23 10:52:37"",19,50.11,""2022-08-23 11:54:27"",100,268.5,51.142776,-0.210366,16,True,NULL,""4QVQ+4V Crawley, UK"""
"6755,""LRW3F7FJ5MC387490"",""2022-08-23 10:54:32"",73,193.14,""2022-08-23 11:18:28"",100,265.79,51.478149,-0.515906,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6756,""LRW3F7FS3NC502789"",""2022-08-23 11:00:28"",18,49.12,""2022-08-23 12:12:29"",100,268.05,51.414577,-0.122645,16,True,NULL,""2 Granville Gardens, London SW16 3LT, UK"""
"6757,""LRW3F7FAXMC335384"",""2022-08-23 11:04:08"",45,113.8,""2022-08-23 11:32:08"",94,238.84,51.506497,-0.222245,16,True,NULL,""1074 Ariel Way, London W12 7GB, UK"""
"6758,""LRW3F7FS9NC505874"",""2022-08-23 11:10:22"",12,30.74,""2022-08-23 12:06:22"",100,265.77,51.478154,-0.516023,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6759,""LRW3F7FS6NC505606"",""2022-08-23 11:12:16"",64,173.01,""2022-08-23 11:28:16"",67,180.58,51.486458,-0.115736,30,True,NULL,""145-149 Vauxhall St, London SE11 5RH, UK"""
"6760,""LRW3F7FS6NC502883"",""2022-08-23 11:56:44"",17,44.74,""2022-08-23 12:20:47"",80,214.96,51.502426,-0.00171,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"6761,""LRW3F7FS4NC505670"",""2022-08-23 12:00:19"",52,138.73,""2022-08-23 12:22:19"",78,208.34,51.545338,-0.006203,16,True,NULL,""Stratford International Station (Stop C), London E20 1BJ, UK"""
"6762,""LRW3F7FS4NC505734"",""2022-08-23 12:04:27"",17,44.38,""2022-08-23 12:52:25"",100,267.11,51.487087,0.023388,16,True,NULL,""Unit 11 Ramac Way, London SE7 7AX, UK"""
"6763,""LRW3F7FS8NC505347"",""2022-08-23 12:06:39"",28,76.5,""2022-08-23 12:32:45"",78,210.03,51.487101,0.023538,16,True,NULL,""Unit 11 Ramac Way, London SE7 7AX, UK"""
"6764,""LRW3F7FS5NC502941"",""2022-08-23 12:10:49"",6,14.9,""2022-08-23 13:00:38"",99,261.95,51.506491,-0.222215,16,True,NULL,""1074 Ariel Way, London W12 7GB, UK"""
"6765,""LRW3F7FJ4MC387495"",""2022-08-23 12:22:39"",37,98.84,""2022-08-23 12:44:32"",90,238.34,52.409641,-1.250564,16,True,NULL,""M6 J1, Rugby CV23 0EZ, UK"""
"6766,""LRW3F7FA3MC335338"",""2022-08-23 12:40:07"",66,168.9,""2022-08-23 12:52:07"",93,236.9,52.627625,1.383782,16,True,NULL,""J9HM+2G Norwich, UK"""
"6767,""LRW3F7FS8NC503162"",""2022-08-23 12:46:11"",8,21.75,""2022-08-23 14:06:12"",33,88.42,51.68334,-0.032025,16,True,NULL,""Hyde Court, Parkside, Waltham Cross EN8 7TL, UK"""
"6768,""LRW3F7FS8NC502870"",""2022-08-23 12:48:21"",26,69.15,""2022-08-23 13:36:18"",99,265.61,51.494405,-0.09099,16,True,NULL,""195 New Kent Rd, London SE1 4AG, UK"""
"6769,""LRW3F7FA9MC335392"",""2022-08-23 13:00:21"",45,114.84,""2022-08-23 13:44:19"",100,252.13,51.570442,0.013689,16,True,NULL,""877 High Rd Leytonstone, Bushwood, London E11 1HR, UK"""
"6770,""LRW3F7FS8NC505476"",""2022-08-23 13:00:31"",66,174.84,""2022-08-23 13:26:37"",100,268.05,51.478093,-0.515648,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6771,""LRW3F7FS9NC502943"",""2022-08-23 13:40:26"",49,132.35,""2022-08-23 17:44:27"",97,259.5,51.605416,-0.227571,32,True,NULL,""Barnet Copthall Leisure Centre, Champions Way, London NW4 1PX, UK"""
"6772,""LRW3F7FSXNC505477"",""2022-08-23 13:48:15"",9,24.86,""2022-08-23 14:50:15"",99,264.52,51.286263,0.545724,16,True,NULL,""Eclipse Park, Eclipse House, Sittingbourne Rd, Maidstone ME14 3EN, UK"""
"6773,""LRW3F7FS6NC503161"",""2022-08-23 14:04:30"",66,176.8,""2022-08-23 18:20:34"",97,259.99,51.472611,-0.076101,22,True,NULL,""86 Denman Rd, London SE15 5NR, UK"""
"6774,""LRW3F7FSXNC502871"",""2022-08-23 14:12:29"",32,85.58,""2022-08-23 14:48:34"",97,259.11,51.680623,-0.048558,16,True,NULL,""168 Bullsmoor Ln, Waltham Cross, Enfield EN1 4SE, UK"""
"6775,""LRW3F7FS5NC502941"",""2022-08-23 14:22:38"",93,246.57,""2022-08-23 14:32:44"",100,264.44,51.478148,-0.515545,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6776,""LRW3F7FS8NC503162"",""2022-08-23 14:32:14"",33,87,""2022-08-23 20:38:21"",55,147.52,51.690479,-0.026063,10,True,NULL,""17 Marsh Cl, Waltham Cross EN8 7JF, UK"""
"6777,""LRW3F7FA3MC335338"",""2022-08-23 14:34:07"",30,78.04,""2022-08-24 00:32:07"",100,255.61,52.489351,-0.288298,16,True,NULL,""3 Fen St, Stilton, Peterborough PE7 3RJ, UK"""
"6778,""LRW3F7FS8NC505803"",""2022-08-23 14:38:28"",44,114.83,""2022-08-23 15:14:29"",97,256.34,51.506676,-0.222144,16,True,NULL,""3 Ariel Way, London W12 7SL, UK"""
"6779,""LRW3F7FA2MC335394"",""2022-08-23 15:50:22"",17,42.43,""2022-08-23 16:32:34"",20,50.09,51.842266,-0.201365,10,True,NULL,""14 Gwynfa Cl, Oaklands, Welwyn AL6 0PR, UK"""
"6780,""LRW3F7FS2NC506817"",""2022-08-23 16:08:40"",79,213.18,""2022-08-23 18:00:36"",100,268.95,51.579881,-0.199384,32,True,NULL,""89 Templars Ave, London NW11 0NR, UK"""
"6781,""LRW3F7FS9NC502876"",""2022-08-23 16:46:09"",52,139.48,""2022-08-24 04:36:09"",96,256.75,51.435384,-0.012362,10,True,NULL,""77 Daneby Rd, London SE6 2QF, UK"""
"6782,""LRW3F7FS6NC505606"",""2022-08-23 16:56:19"",18,48.69,""2022-08-23 23:48:11"",100,268.5,51.134002,0.228319,32,True,NULL,""32 Edward St, Rusthall, Tunbridge Wells TN4 8RP, UK"""
"6783,""LRW3F7FS9NC505941"",""2022-08-23 17:04:18"",31,82.68,""2022-08-23 17:58:19"",81,215.74,52.569677,-2.014431,16,True,NULL,""HX9P+V6 Wednesbury, UK"""
"6784,""LRW3F7FS8NC502710"",""2022-08-23 17:38:25"",50,132.62,""2022-08-23 18:10:32"",99,263.77,51.356712,-0.116762,16,True,NULL,""Airport House, Croydon CR0 4RS, UK"""
"6785,""LRW3F7FS9NC502716"",""2022-08-23 17:50:33"",8,21.73,""2022-08-23 21:04:31"",45,117.62,51.583648,-0.333173,30,True,NULL,""11 Fairholme Rd, Harrow HA1 2TL, UK"""
"6786,""LRW3F7FS0NC505407"",""2022-08-23 17:53:44"",56,148.91,""2022-08-23 20:04:12"",69,185.78,51.58882,-0.073643,16,True,NULL,""1 Philip Ln, London N15 4JA, UK"""
"6787,""LRW3F7FS2NC502945"",""2022-08-23 18:24:11"",36,95.96,""2022-08-24 01:40:08"",100,270.31,52.03191,-0.328286,32,True,NULL,""37 Harvest Rise, Shefford SG17 5GE, UK"""
"6788,""LRW3F7FS0NC505939"",""2022-08-23 18:42:31"",33,89.34,""2022-08-24 03:02:23"",100,268.95,51.588596,0.000995,21,True,NULL,"""""
"6789,""LRW3F7FS5NC503166"",""2022-08-23 18:52:33"",45,118.3,""2022-08-23 19:40:34"",100,264.89,51.437972,0.26896,16,True,NULL,""C7Q9+5H Greenhithe, UK"""
"6790,""LRW3F7FS8NC505610"",""2022-08-23 19:08:15"",69,186.71,""2022-08-23 21:52:14"",100,268.95,51.653311,-0.395184,32,True,NULL,""1 Granville Rd, Watford WD18 0BJ, UK"""
"6791,""LRW3F7FSXNC502871"",""2022-08-23 19:36:27"",54,144.21,""2022-08-23 20:14:27"",100,267.15,51.478142,-0.515673,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6792,""LRW3F7FA3MC335310"",""2022-08-23 19:38:07"",30,71.09,""2022-08-23 20:40:07"",46,108.97,51.359708,0.535076,32,True,NULL,""20 Fisher Rd, Chatham ME5 7RU, UK"""
"6793,""LRW3F7FA2MC335394"",""2022-08-23 19:40:21"",15,38.34,""2022-08-23 20:24:20"",24,62.36,51.796512,-0.05067,30,True,NULL,""13 The Squirrels, Hertford SG13 7UT, UK"""
"6794,""LRW3F7FS1NC505870"",""2022-08-23 20:04:13"",51,137.55,""2022-08-23 20:32:17"",98,263.28,51.510952,-0.460386,16,True,NULL,""197 Horton Rd, West Drayton UB7 8JD, UK"""
"6795,""LRW3F7FS4NC502946"",""2022-08-23 20:06:09"",38,101.62,""2022-08-23 20:38:10"",61,163.39,51.572781,-0.353389,16,True,NULL,""Porlock Avenue (Stop WR), South Harrow, Harrow HA2 0AE, UK"""
"6796,""LRW3F7FS9NC502800"",""2022-08-23 20:08:30"",16,43.79,""2022-08-23 20:54:29"",93,246.34,51.577382,-0.224078,16,True,NULL,""Unit 6 Prince Charles Dr, Brent Cross, London NW4 3FP, UK"""
"6797,""LRW3F7FS6NC503015"",""2022-08-23 20:10:12"",13,35.21,""2022-08-23 21:00:15"",99,266.47,52.26971,-0.009791,16,True,NULL,""7X9R+V3 Cambridge, UK"""
"6798,""LRW3F7FS3NC503246"",""2022-08-23 20:12:11"",46,124.57,""2022-08-23 20:48:23"",99,265.83,51.304783,-0.406601,16,True,NULL,""Cobham Extra Motorway Services, 9/10 M25, Downside, Cobham KT11 3DB, UK"""
"6799,""LRW3F7FS4NC503014"",""2022-08-23 20:22:35"",27,71.58,""2022-08-23 20:36:26"",28,75.64,51.173632,-0.12693,16,True,NULL,""31 Cooper Close, Smallfield, Horley RH6 9PL, UK"""
"6800,""LRW3F7FS8NC502951"",""2022-08-23 20:24:10"",85,228.79,""2022-08-24 00:44:09"",100,268.5,51.526197,-0.452199,10,True,NULL,""10 Pield Heath Rd, Uxbridge UB8 3NF, UK"""
"6801,""LRW3F7FS7NC505940"",""2022-08-23 20:30:33"",21,55.9,""2022-08-23 20:54:41"",82,214.81,51.502255,-0.001794,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"6802,""LRW3F7FS2NC505408"",""2022-08-23 20:34:16"",30,80.76,""2022-08-23 21:12:23"",100,264.77,51.478164,-0.515682,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6803,""LRW3F7FS0NC505732"",""2022-08-23 20:36:14"",37,98.32,""2022-08-24 04:18:11"",100,268.95,51.544865,-0.23097,22,True,NULL,""Opposite, 60 Bryan Ave, London NW10 2AR, UK"""
"6804,""LRW3F7FS4NC503014"",""2022-08-23 20:42:38"",28,75.64,""2022-08-24 07:56:28"",88,236.07,51.173632,-0.12693,13,True,NULL,""31 Cooper Close, Smallfield, Horley RH6 9PL, UK"""
"6805,""LRW3F7FS5NC505869"",""2022-08-23 20:44:44"",56,147.56,""2022-08-23 21:14:34"",98,257.62,51.506582,-0.221891,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"6806,""LRW3F7FJ4MC387495"",""2022-08-23 20:48:41"",26,68.1,""2022-08-23 21:18:39"",70,185.85,52.994126,-2.290743,16,True,NULL,""M6 Motorway, J15-16, Keele, Newcastle ST5 5HG, UK"""
"6807,""LRW3F7FS7NC505551"",""2022-08-23 20:50:25"",62,166.85,""2022-08-24 00:10:15"",100,268.95,51.589867,0.216397,32,True,NULL,""73 Ferguson Ave, Romford RM2 6RP, UK"""
"6808,""LRW3F7FS3NC502940"",""2022-08-23 20:56:22"",19,50.13,""2022-08-23 21:30:20"",91,242.3,51.506465,-0.22193,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"6809,""LRW3F7FS9NC502795"",""2022-08-23 21:22:16"",64,173.47,""2022-08-23 23:22:14"",100,268.95,51.523919,0.054168,16,True,NULL,""65 Monmouth Rd, London E6 3QS, UK"""
"6810,""LRW3F7FA2MC335315"",""2022-08-23 21:22:27"",27,70.04,""2022-08-23 21:48:29"",93,238.23,51.47809,-0.515958,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"6811,""LRW3F7FSXNC505348"",""2022-08-23 21:29:50"",63,169.69,""2022-08-24 00:40:18"",100,268.95,51.463736,-0.185274,32,True,NULL,""8a Juniper Dr, London SW18 1TW, UK"""
"6812,""LRW3F7FA6MC335317"",""2022-08-23 21:40:33"",72,185.06,""2022-08-24 04:02:30"",100,255.12,51.5029,0.111049,10,True,NULL,""12 Waterfield Cl, London SE28 8DD, UK"""
"6813,""LRW3F7FA5MC335387"",""2022-08-23 21:44:09"",34,86.91,""2022-08-24 02:30:08"",100,256.1,51.568635,-0.382643,32,True,NULL,""150 Torbay Rd, Harrow HA2 9QF, UK"""
"6814,""LRW3F7FA1MC335354"",""2022-08-23 21:48:31"",63,160.26,""2022-08-23 23:06:30"",91,231.71,51.579412,-0.014714,16,True,NULL,""Park Court, Grosvenor Park Rd, London E17 9PE, UK"""
"6815,""LRW3F7FA9MC335389"",""2022-08-23 21:54:08"",73,187.11,""2022-08-23 23:50:08"",100,254.15,51.371105,-0.039785,32,True,NULL,""16 Colin Cl, Croydon CR0 8QD, UK"""
"6816,""LRW3F7FS4NC506818"",""2022-08-23 22:04:14"",47,123.96,""2022-08-24 10:10:16"",95,250.99,51.689803,-0.185879,10,True,NULL,""129 Sunnybank Rd, Potters Bar EN6 2NG, UK"""
